AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxNesting,RatioCommentToCode,SumCyclomatic,Unnamed: 34,is_bug
3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,29.0,1.0,10.0,5.0,3.0,18.0,4.0,7.0,5.0,2.0,1.0,0.0,1.8,2.0,,0
7.0,0.0,6.0,1.0,2.0,6.0,3.0,6.0,38.0,36.0,35.0,5.0,38.0,1.0,2.0,0.0,35.0,387.0,64.0,297.0,104.0,144.0,29.0,139.0,207.0,91.0,124.0,5.0,3.0,0.1,61.0,,0
5.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,0.0,13.0,8.0,3.0,23.0,7.0,10.0,8.0,2.0,1.0,0.0,1.77,2.0,,0
8.0,0.0,7.0,0.0,2.0,6.0,3.0,5.0,41.0,39.0,38.0,4.0,41.0,1.0,2.0,0.0,38.0,438.0,67.0,346.0,110.0,164.0,28.0,154.0,236.0,101.0,149.0,6.0,4.0,0.08,75.0,,0
38.0,3.0,32.0,3.0,7.0,1.0,2.0,0.0,11.0,12.0,10.0,1.0,12.0,0.0,4.0,3.0,5.0,515.0,52.0,395.0,155.0,236.0,69.0,193.0,282.0,137.0,205.0,26.0,6.0,0.17,75.0,,0
7.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,8.0,110.0,18.0,67.0,30.0,26.0,25.0,31.0,46.0,24.0,24.0,5.0,2.0,0.37,13.0,,0
5.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,8.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,99.0,14.0,63.0,28.0,23.0,23.0,35.0,49.0,29.0,22.0,5.0,3.0,0.37,12.0,,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,68.0,8.0,11.0,10.0,0.0,49.0,9.0,10.0,10.0,0.0,0.0,0.0,4.45,0.0,,0
8.0,0.0,8.0,0.0,2.0,1.0,0.0,1.0,3.0,7.0,7.0,1.0,7.0,0.0,0.0,4.0,3.0,87.0,12.0,43.0,27.0,11.0,32.0,23.0,30.0,21.0,11.0,2.0,1.0,0.74,6.0,,0
8.0,0.0,8.0,0.0,2.0,1.0,0.0,1.0,11.0,12.0,12.0,2.0,12.0,0.0,0.0,10.0,2.0,150.0,16.0,121.0,59.0,56.0,13.0,82.0,105.0,58.0,63.0,3.0,2.0,0.11,22.0,,0
18.0,1.0,14.0,4.0,3.0,1.0,1.0,2.0,12.0,12.0,11.0,16.0,12.0,0.0,2.0,4.0,6.0,293.0,23.0,204.0,69.0,118.0,66.0,107.0,142.0,61.0,94.0,9.0,5.0,0.32,33.0,,0
13.0,1.0,11.0,1.0,3.0,10.0,0.0,1.0,27.0,30.0,30.0,21.0,30.0,9.0,1.0,1.0,19.0,533.0,65.0,365.0,115.0,202.0,105.0,184.0,271.0,120.0,160.0,24.0,5.0,0.29,76.0,,1
13.0,1.0,11.0,1.0,3.0,10.0,0.0,1.0,27.0,30.0,30.0,21.0,30.0,9.0,1.0,1.0,19.0,533.0,65.0,365.0,115.0,202.0,105.0,184.0,271.0,120.0,160.0,24.0,5.0,0.29,76.0,,1
13.0,1.0,11.0,1.0,3.0,10.0,0.0,1.0,27.0,30.0,30.0,21.0,30.0,9.0,1.0,1.0,19.0,533.0,65.0,365.0,115.0,202.0,105.0,184.0,271.0,120.0,160.0,24.0,5.0,0.29,76.0,,1
9.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,6.0,10.0,6.0,4.0,2.0,1.0,1.17,3.0,,0
15.0,1.0,13.0,0.0,2.0,1.0,0.0,0.0,6.0,7.0,7.0,3.0,7.0,1.0,0.0,3.0,3.0,146.0,19.0,106.0,49.0,58.0,21.0,59.0,75.0,46.0,43.0,4.0,1.0,0.2,14.0,,0
15.0,0.0,14.0,1.0,3.0,1.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,1.0,108.0,11.0,71.0,25.0,37.0,26.0,40.0,54.0,27.0,29.0,6.0,3.0,0.37,13.0,,0
5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,0.0,0.61,3.0,,1
5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,0.0,0.61,3.0,,1
16.0,2.0,12.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,80.0,10.0,38.0,19.0,18.0,32.0,25.0,30.0,18.0,16.0,3.0,2.0,0.84,4.0,,0
8.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,4.0,7.0,4.0,1.0,30.0,2.0,4.0,3.0,1.0,1.0,0.0,4.29,1.0,,0
6.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,17.0,17.0,17.0,6.0,17.0,0.0,0.0,3.0,14.0,159.0,22.0,78.0,30.0,30.0,59.0,36.0,58.0,31.0,28.0,2.0,1.0,0.76,20.0,,0
6.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,58.0,7.0,28.0,14.0,9.0,23.0,17.0,23.0,14.0,10.0,3.0,2.0,0.82,5.0,,0
26.0,1.0,21.0,4.0,5.0,1.0,0.0,0.0,5.0,6.0,6.0,1.0,6.0,0.0,0.0,2.0,4.0,186.0,14.0,129.0,51.0,68.0,43.0,63.0,97.0,49.0,60.0,7.0,5.0,0.33,25.0,,0
9.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,1.0,0.35,10.0,,1
9.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,1.0,0.35,10.0,,1
4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,51.0,8.0,25.0,14.0,9.0,18.0,14.0,19.0,13.0,7.0,1.0,0.0,0.72,4.0,,0
7.0,0.0,6.0,1.0,2.0,2.0,0.0,1.0,11.0,14.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,178.0,30.0,99.0,50.0,42.0,49.0,54.0,74.0,44.0,38.0,6.0,2.0,0.49,17.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,12.0,92.0,18.0,57.0,32.0,14.0,17.0,21.0,34.0,22.0,12.0,1.0,0.0,0.3,12.0,,1
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,12.0,92.0,18.0,57.0,32.0,14.0,17.0,21.0,34.0,22.0,12.0,1.0,0.0,0.3,12.0,,1
12.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,50.0,8.0,17.0,8.0,8.0,25.0,11.0,14.0,8.0,7.0,2.0,1.0,1.47,2.0,,0
10.0,1.0,9.0,0.0,3.0,1.0,0.0,0.0,13.0,13.0,13.0,2.0,13.0,0.0,0.0,0.0,13.0,173.0,26.0,134.0,48.0,68.0,13.0,57.0,90.0,37.0,58.0,10.0,2.0,0.1,33.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,7.0,13.0,8.0,5.0,1.0,0.0,0.87,5.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,48.0,6.0,22.0,13.0,4.0,20.0,9.0,14.0,10.0,4.0,2.0,0.0,0.91,5.0,,0
7.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,10.0,1.0,10.0,0.0,0.0,2.0,8.0,107.0,13.0,46.0,25.0,10.0,48.0,15.0,26.0,16.0,10.0,1.0,0.0,1.04,10.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,46.0,6.0,20.0,11.0,4.0,20.0,6.0,11.0,7.0,4.0,1.0,0.0,1.0,4.0,,0
13.0,0.0,12.0,1.0,3.0,1.0,1.0,1.0,13.0,18.0,17.0,12.0,18.0,1.0,5.0,6.0,6.0,273.0,31.0,200.0,82.0,101.0,43.0,110.0,142.0,77.0,77.0,8.0,2.0,0.21,34.0,,0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,59.0,10.0,14.0,12.0,0.0,35.0,10.0,12.0,12.0,0.0,0.0,0.0,2.5,0.0,,0
41.0,4.0,27.0,10.0,4.0,1.0,0.0,0.0,11.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,3.0,0.42,49.0,,1
41.0,4.0,27.0,10.0,4.0,1.0,0.0,0.0,11.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,3.0,0.42,49.0,,1
41.0,4.0,27.0,10.0,4.0,1.0,0.0,0.0,11.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,3.0,0.42,49.0,,1
3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,70.0,4.0,48.0,22.0,15.0,18.0,23.0,35.0,21.0,14.0,1.0,0.0,0.38,11.0,,0
5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,62.0,2.0,42.0,22.0,12.0,18.0,19.0,27.0,15.0,12.0,1.0,0.0,0.43,7.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,0.0,1.21,2.0,,0
11.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,3.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,0.0,2.77,4.0,,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,65.0,8.0,12.0,11.0,0.0,45.0,9.0,10.0,10.0,0.0,0.0,0.0,3.75,0.0,,0
9.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,12.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,1.0,1.13,14.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,0.0,2.43,1.0,,0
9.0,0.0,8.0,1.0,1.0,11.0,1.0,3.0,20.0,21.0,20.0,0.0,21.0,0.0,1.0,1.0,19.0,211.0,23.0,153.0,63.0,76.0,36.0,69.0,95.0,54.0,52.0,4.0,2.0,0.24,24.0,,0
12.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,56.0,6.0,30.0,22.0,11.0,20.0,19.0,22.0,19.0,8.0,1.0,0.0,0.67,2.0,,0
7.0,0.0,6.0,0.0,1.0,3.0,7.0,2.0,13.0,14.0,7.0,5.0,14.0,0.0,1.0,0.0,13.0,173.0,27.0,128.0,75.0,50.0,19.0,76.0,95.0,65.0,42.0,3.0,2.0,0.15,16.0,,0
10.0,0.0,9.0,0.0,1.0,1.0,3.0,12.0,6.0,6.0,3.0,17.0,6.0,2.0,1.0,2.0,1.0,139.0,12.0,108.0,60.0,55.0,19.0,81.0,89.0,59.0,33.0,2.0,1.0,0.18,7.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,3.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,0.0,2.43,1.0,,0
13.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,95.0,15.0,32.0,20.0,12.0,48.0,23.0,28.0,20.0,13.0,2.0,1.0,1.5,4.0,,0
9.0,1.0,7.0,2.0,2.0,1.0,0.0,9.0,17.0,17.0,17.0,2.0,17.0,3.0,0.0,0.0,14.0,230.0,39.0,142.0,56.0,78.0,49.0,75.0,105.0,56.0,61.0,4.0,2.0,0.35,29.0,,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,14.0,13.0,10.0,21.0,9.0,10.0,10.0,5.0,0.0,0.0,1.5,0.0,,0
8.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,21.0,21.0,21.0,5.0,21.0,0.0,0.0,0.0,21.0,247.0,36.0,185.0,63.0,97.0,26.0,93.0,143.0,62.0,93.0,10.0,3.0,0.14,44.0,,0
19.0,2.0,13.0,5.0,3.0,1.0,1.0,6.0,16.0,16.0,15.0,0.0,16.0,0.0,2.0,1.0,13.0,426.0,50.0,277.0,128.0,161.0,99.0,168.0,213.0,118.0,132.0,7.0,2.0,0.36,46.0,,1
19.0,2.0,13.0,5.0,3.0,1.0,1.0,6.0,16.0,16.0,15.0,0.0,16.0,0.0,2.0,1.0,13.0,426.0,50.0,277.0,128.0,161.0,99.0,168.0,213.0,118.0,132.0,7.0,2.0,0.36,46.0,,1
6.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,38.0,4.0,13.0,7.0,3.0,21.0,5.0,8.0,5.0,3.0,1.0,0.0,1.62,2.0,,0
29.0,3.0,22.0,6.0,6.0,1.0,0.0,1.0,9.0,9.0,9.0,3.0,9.0,0.0,0.0,7.0,2.0,338.0,36.0,237.0,75.0,140.0,75.0,119.0,179.0,75.0,113.0,14.0,6.0,0.32,54.0,,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,67.0,8.0,19.0,18.0,0.0,40.0,15.0,16.0,16.0,0.0,0.0,0.0,2.11,0.0,,0
28.0,3.0,19.0,6.0,4.0,1.0,0.0,1.0,11.0,11.0,11.0,6.0,11.0,0.0,0.0,9.0,2.0,381.0,45.0,247.0,92.0,152.0,89.0,141.0,180.0,85.0,120.0,15.0,4.0,0.36,39.0,,0
8.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,11.0,11.0,11.0,4.0,11.0,0.0,0.0,2.0,9.0,157.0,26.0,108.0,53.0,48.0,23.0,58.0,75.0,49.0,35.0,3.0,2.0,0.21,16.0,,0
9.0,1.0,6.0,1.0,2.0,1.0,2.0,10.0,23.0,23.0,21.0,5.0,23.0,0.0,0.0,3.0,20.0,292.0,54.0,185.0,82.0,93.0,53.0,102.0,141.0,79.0,81.0,4.0,2.0,0.29,38.0,,0
15.0,1.0,12.0,1.0,3.0,1.0,0.0,2.0,21.0,21.0,21.0,4.0,21.0,0.0,0.0,3.0,18.0,408.0,54.0,305.0,125.0,154.0,49.0,142.0,196.0,100.0,121.0,9.0,4.0,0.16,57.0,,0
19.0,2.0,16.0,0.0,2.0,1.0,0.0,2.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,3.0,1.0,127.0,18.0,89.0,47.0,52.0,20.0,68.0,78.0,46.0,38.0,3.0,2.0,0.22,8.0,,0
7.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,6.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,82.0,7.0,55.0,28.0,19.0,20.0,26.0,36.0,23.0,16.0,3.0,1.0,0.36,8.0,,0
10.0,1.0,8.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,0.0,1.0,0.0,4.0,94.0,14.0,54.0,25.0,23.0,26.0,29.0,39.0,21.0,19.0,3.0,1.0,0.48,9.0,,0
7.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,6.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,82.0,6.0,55.0,28.0,19.0,21.0,26.0,36.0,23.0,16.0,3.0,1.0,0.38,8.0,,0
6.0,0.0,5.0,1.0,1.0,6.0,0.0,0.0,11.0,17.0,17.0,5.0,17.0,6.0,0.0,0.0,11.0,242.0,16.0,101.0,57.0,25.0,125.0,51.0,72.0,47.0,26.0,2.0,1.0,1.24,14.0,,0
5.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,6.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,69.0,0.0,48.0,27.0,14.0,22.0,23.0,32.0,22.0,13.0,2.0,1.0,0.46,7.0,,0
6.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,31.0,33.0,33.0,15.0,33.0,2.0,0.0,0.0,31.0,305.0,33.0,153.0,64.0,58.0,120.0,76.0,112.0,61.0,51.0,3.0,1.0,0.78,34.0,,0
7.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,60.0,6.0,34.0,13.0,19.0,20.0,23.0,28.0,12.0,19.0,1.0,0.0,0.59,4.0,,0
6.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,13.0,13.0,13.0,6.0,13.0,3.0,0.0,0.0,10.0,129.0,20.0,64.0,26.0,23.0,45.0,29.0,45.0,25.0,20.0,3.0,1.0,0.7,17.0,,0
34.0,3.0,30.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,117.0,13.0,80.0,35.0,51.0,24.0,56.0,66.0,35.0,42.0,4.0,3.0,0.3,8.0,,0
12.0,0.0,10.0,3.0,2.0,12.0,25.0,20.0,47.0,49.0,26.0,11.0,51.0,7.0,4.0,0.0,40.0,748.0,59.0,511.0,171.0,301.0,179.0,217.0,334.0,162.0,219.0,14.0,3.0,0.35,108.0,,1
7.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,6.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,78.0,3.0,55.0,28.0,19.0,20.0,26.0,36.0,23.0,16.0,3.0,1.0,0.36,8.0,,1
11.0,1.0,10.0,1.0,3.0,6.0,3.0,11.0,61.0,59.0,58.0,13.0,61.0,1.0,2.0,0.0,58.0,864.0,108.0,714.0,162.0,437.0,57.0,340.0,502.0,146.0,385.0,17.0,4.0,0.08,175.0,,0
8.0,0.0,7.0,0.0,2.0,6.0,3.0,5.0,41.0,39.0,38.0,4.0,41.0,1.0,2.0,0.0,38.0,443.0,67.0,351.0,110.0,168.0,28.0,157.0,241.0,102.0,153.0,6.0,4.0,0.08,76.0,,0
4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,6.0,13.0,7.0,3.0,17.0,7.0,10.0,7.0,3.0,1.0,0.0,1.31,2.0,,0
5.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,41.0,41.0,41.0,16.0,41.0,2.0,1.0,0.0,38.0,305.0,48.0,188.0,79.0,77.0,69.0,86.0,138.0,74.0,66.0,4.0,2.0,0.37,48.0,,0
7.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,78.0,13.0,38.0,17.0,14.0,27.0,23.0,30.0,17.0,13.0,3.0,1.0,0.71,7.0,,0
6.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,54.0,7.0,18.0,9.0,6.0,29.0,9.0,14.0,8.0,6.0,3.0,1.0,1.61,4.0,,0
17.0,1.0,16.0,1.0,1.0,3.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,6.0,111.0,14.0,78.0,23.0,49.0,20.0,30.0,39.0,25.0,16.0,2.0,0.0,0.26,8.0,,0
11.0,1.0,10.0,1.0,3.0,6.0,3.0,12.0,61.0,59.0,58.0,13.0,61.0,1.0,2.0,0.0,58.0,849.0,108.0,711.0,163.0,437.0,45.0,344.0,504.0,148.0,385.0,17.0,4.0,0.06,172.0,,0
8.0,0.0,7.0,0.0,2.0,6.0,3.0,6.0,40.0,38.0,37.0,4.0,40.0,1.0,2.0,0.0,37.0,447.0,65.0,357.0,111.0,174.0,28.0,159.0,246.0,104.0,158.0,6.0,4.0,0.08,79.0,,0
8.0,0.0,7.0,0.0,2.0,6.0,3.0,5.0,41.0,39.0,38.0,4.0,41.0,1.0,2.0,0.0,38.0,443.0,67.0,351.0,110.0,168.0,28.0,157.0,241.0,102.0,153.0,6.0,4.0,0.08,76.0,,0
14.0,1.0,13.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,82.0,10.0,50.0,24.0,25.0,22.0,25.0,32.0,21.0,16.0,4.0,1.0,0.44,6.0,,0
7.0,0.0,5.0,2.0,2.0,2.0,4.0,1.0,55.0,55.0,51.0,14.0,55.0,0.0,3.0,0.0,52.0,465.0,54.0,310.0,79.0,164.0,101.0,168.0,242.0,74.0,170.0,9.0,1.0,0.33,91.0,,0
10.0,0.0,9.0,1.0,3.0,6.0,3.0,7.0,51.0,49.0,48.0,8.0,51.0,1.0,2.0,0.0,48.0,664.0,84.0,541.0,136.0,305.0,48.0,245.0,373.0,123.0,274.0,11.0,4.0,0.09,131.0,,0
5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,4.0,45.0,7.0,25.0,11.0,9.0,13.0,11.0,15.0,9.0,6.0,3.0,1.0,0.52,5.0,,0
10.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,6.0,17.0,11.0,4.0,22.0,8.0,11.0,9.0,2.0,2.0,1.0,1.29,2.0,,0
9.0,0.0,8.0,1.0,2.0,6.0,3.0,7.0,46.0,44.0,43.0,7.0,46.0,1.0,2.0,0.0,43.0,542.0,77.0,438.0,124.0,235.0,33.0,207.0,307.0,114.0,208.0,8.0,4.0,0.08,97.0,,0
14.0,0.0,12.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,4.0,121.0,8.0,79.0,31.0,38.0,34.0,34.0,49.0,27.0,24.0,8.0,5.0,0.43,13.0,,0
